permit_identifier,program_report_form_set_id,program_report_form_id,sewer_overflow_bypass_event_key,sewer_overflow_bypass_event_id_ext,sewer_overflow_bypass_description_text,sewer_overflow_bypass_reporting_requirement_code,sewer_overflow_reporting_requirement_desc,wet_weather_occurance_indicator,sewer_overflow_structure_type_code,sewer_overflow_structure_type_desc,sewer_overflow_structure_type_code_other_text,collection_system_identifier,permitted_feature_identifier,latitude,longitude,sewer_overflow_bypass_duration_hours,sewer_overflow_bypass_start_datetime,sewer_overflow_bypass_end_datetime,discharge_quantification_method_code,discharge_quantification_method_desc,sewer_overflow_bypass_discharge_volume_gallons,sewer_overflow_bypass_discharge_rate_gph,anticipated_bypass_text,anticipated_bypass_expect_limit_violation,anticipated_bypass_expect_limit_violation_text,payload_id,transaction_type,current_report_form_flag,replaced_date,replacing_payload_id,permit_identifier_coll,collection_system_identifier_coll,collection_system_name,collection_system_owner_type_code,collection_system_owner_type_desc,collection_system_population,percent_collection_system_css,payload_id_coll,received_date,transaction_type_coll,current_report_flag,replaced_date_coll,replacing_payload_id_coll,replacing_transaction_type
DC0021199,31,1,3013,1,"Sanitary Sewer Overflow (SSO) - 2934 M Street, NW.",1,5-day reporting for noncompliance that may endanger health or the environment,N,BAS,Basement Backup,,001,,38.905067,-77.059039,2.3,2024-03-20 20:12:00,2024-03-20 22:30:00,BPJ,Best Professional Judgement,300.0,,,,,278577086,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,275896087.0,2025-01-31 08:38:48,R,N,2025-03-04,278352628.0,R
DC0021199,32,1,3031,1,"SSO at 4500 Block of 2nd Street, NE",1,5-day reporting for noncompliance that may endanger health or the environment,N,MAN,Manhole,,001,,38.944079,-77.003909,3.97,2024-04-03 09:48:00,2024-04-03 13:46:00,BPJ,Best Professional Judgement,10000.0,,,,,278577104,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,278352628.0,2025-03-04 17:33:32,R,Y,,,
DC0021199,32,1,3031,1,"SSO at 4500 Block of 2nd Street, NE",1,5-day reporting for noncompliance that may endanger health or the environment,N,MAN,Manhole,,001,,38.944079,-77.003909,3.97,2024-04-03 09:48:00,2024-04-03 13:46:00,BPJ,Best Professional Judgement,10000.0,,,,,278577104,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,275896087.0,2025-01-31 08:38:48,R,N,2025-03-04,278352628.0,R
DC0021199,32,1,3032,2,"SSO - Intersection, Puerto Rico Ave &amp; Taylor St NE",1,5-day reporting for noncompliance that may endanger health or the environment,N,MAN,Manhole,,001,,38.94087,-76.995175,2.5,2024-04-03 13:30:00,2024-04-03 16:00:00,BPJ,Best Professional Judgement,3000.0,,,,,278577104,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,278352628.0,2025-03-04 17:33:32,R,Y,,,
DC0021199,32,1,3032,2,"SSO - Intersection, Puerto Rico Ave &amp; Taylor St NE",1,5-day reporting for noncompliance that may endanger health or the environment,N,MAN,Manhole,,001,,38.94087,-76.995175,2.5,2024-04-03 13:30:00,2024-04-03 16:00:00,BPJ,Best Professional Judgement,3000.0,,,,,278577104,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,275896087.0,2025-01-31 08:38:48,R,N,2025-03-04,278352628.0,R
DC0021199,33,1,3040,1,SSO - Intersection of 41st St &amp; Ames St NE,1,5-day reporting for noncompliance that may endanger health or the environment,N,MAN,Manhole,,001,,38.891443,-76.944321,1.88,2024-04-07 13:22:00,2024-04-07 15:15:00,BPJ,Best Professional Judgement,10.0,,,,,278577112,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,278352628.0,2025-03-04 17:33:32,R,Y,,,
DC0021199,33,1,3040,1,SSO - Intersection of 41st St &amp; Ames St NE,1,5-day reporting for noncompliance that may endanger health or the environment,N,MAN,Manhole,,001,,38.891443,-76.944321,1.88,2024-04-07 13:22:00,2024-04-07 15:15:00,BPJ,Best Professional Judgement,10.0,,,,,278577112,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,275896087.0,2025-01-31 08:38:48,R,N,2025-03-04,278352628.0,R
DC0021199,34,1,3053,1,Sanitary Sewer Overflow - 10th St &amp; Buchanan St NE,1,5-day reporting for noncompliance that may endanger health or the environment,N,MAN,Manhole,,001,,38.946218,-76.992556,3.78,2024-04-18 14:43:00,2024-04-18 18:30:00,BPJ,Best Professional Judgement,100.0,,,,,278577124,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,278352628.0,2025-03-04 17:33:32,R,Y,,,
DC0021199,34,1,3053,1,Sanitary Sewer Overflow - 10th St &amp; Buchanan St NE,1,5-day reporting for noncompliance that may endanger health or the environment,N,MAN,Manhole,,001,,38.946218,-76.992556,3.78,2024-04-18 14:43:00,2024-04-18 18:30:00,BPJ,Best Professional Judgement,100.0,,,,,278577124,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,275896087.0,2025-01-31 08:38:48,R,N,2025-03-04,278352628.0,R
DC0021199,35,1,3060,1,"Sanitary Sewer Overflow (SSO) - 1413 Half St, SW",1,5-day reporting for noncompliance that may endanger health or the environment,N,BAS,Basement Backup,,001,,38.872441,-77.010442,2.0,2024-04-29 10:45:00,2024-04-29 12:45:00,BPJ,Best Professional Judgement,6.0,,,,,278577130,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,278352628.0,2025-03-04 17:33:32,R,Y,,,
DC0021199,35,1,3060,1,"Sanitary Sewer Overflow (SSO) - 1413 Half St, SW",1,5-day reporting for noncompliance that may endanger health or the environment,N,BAS,Basement Backup,,001,,38.872441,-77.010442,2.0,2024-04-29 10:45:00,2024-04-29 12:45:00,BPJ,Best Professional Judgement,6.0,,,,,278577130,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,275896087.0,2025-01-31 08:38:48,R,N,2025-03-04,278352628.0,R
DC0021199,36,1,3063,1,SSO at John McCormack Drive &amp; Taylor Street NE,1,5-day reporting for noncompliance that may endanger health or the environment,N,MAN,Manhole,,001,,38.941178,-77.000819,10.28,2024-04-30 09:13:00,2024-04-30 19:30:00,BPJ,Best Professional Judgement,150.0,,,,,278577133,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,278352628.0,2025-03-04 17:33:32,R,Y,,,
DC0021199,36,1,3063,1,SSO at John McCormack Drive &amp; Taylor Street NE,1,5-day reporting for noncompliance that may endanger health or the environment,N,MAN,Manhole,,001,,38.941178,-77.000819,10.28,2024-04-30 09:13:00,2024-04-30 19:30:00,BPJ,Best Professional Judgement,150.0,,,,,278577133,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,275896087.0,2025-01-31 08:38:48,R,N,2025-03-04,278352628.0,R
DC0021199,37,1,3070,1,"SSO event at 20 M Street, S.E",1,5-day reporting for noncompliance that may endanger health or the environment,N,BAS,Basement Backup,,001,,38.876796,-77.007904,1.95,2024-05-01 13:18:00,2024-05-01 15:15:00,BPJ,Best Professional Judgement,15.0,,,,,278577141,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,278352628.0,2025-03-04 17:33:32,R,Y,,,
DC0021199,37,1,3070,1,"SSO event at 20 M Street, S.E",1,5-day reporting for noncompliance that may endanger health or the environment,N,BAS,Basement Backup,,001,,38.876796,-77.007904,1.95,2024-05-01 13:18:00,2024-05-01 15:15:00,BPJ,Best Professional Judgement,15.0,,,,,278577141,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,275896087.0,2025-01-31 08:38:48,R,N,2025-03-04,278352628.0,R
DC0021199,38,1,3072,1,"SSO - 2015 Massachusetts Avenue, NW ",1,5-day reporting for noncompliance that may endanger health or the environment,N,BAS,Basement Backup,,001,,38.910732,-77.045692,3.55,2024-05-02 09:57:00,2024-05-02 13:30:00,BPJ,Best Professional Judgement,17.0,,,,,278577143,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,278352628.0,2025-03-04 17:33:32,R,Y,,,
DC0021199,38,1,3072,1,"SSO - 2015 Massachusetts Avenue, NW ",1,5-day reporting for noncompliance that may endanger health or the environment,N,BAS,Basement Backup,,001,,38.910732,-77.045692,3.55,2024-05-02 09:57:00,2024-05-02 13:30:00,BPJ,Best Professional Judgement,17.0,,,,,278577143,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,275896087.0,2025-01-31 08:38:48,R,N,2025-03-04,278352628.0,R
DC0021199,39,1,3082,1,Sanitary Sewer Overflow-near 3000 Military Rd NW ,1,5-day reporting for noncompliance that may endanger health or the environment,N,OTH,Other,CSO Outfall #086,001,,38.960955,-77.05981,51.6,2024-05-16 09:54:00,2024-05-18 13:30:00,BPJ,Best Professional Judgement,16000.0,,,,,278577152,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,278352628.0,2025-03-04 17:33:32,R,Y,,,
DC0021199,39,1,3082,1,Sanitary Sewer Overflow-near 3000 Military Rd NW ,1,5-day reporting for noncompliance that may endanger health or the environment,N,OTH,Other,CSO Outfall #086,001,,38.960955,-77.05981,51.6,2024-05-16 09:54:00,2024-05-18 13:30:00,BPJ,Best Professional Judgement,16000.0,,,,,278577152,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,275896087.0,2025-01-31 08:38:48,R,N,2025-03-04,278352628.0,R
DC0021199,4,1,2709,1,Sanitary Sewer Overflow (SSO) - 4230 1/2 River Rd ,1,5-day reporting for noncompliance that may endanger health or the environment,N,MAN,Manhole,,001,,38.950536,-77.083162,4.05,2023-05-20 11:12:00,2023-05-20 15:15:00,BPJ,Best Professional Judgement,10.0,,,,,278576914,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,278352628.0,2025-03-04 17:33:32,R,Y,,,
DC0021199,4,1,2709,1,Sanitary Sewer Overflow (SSO) - 4230 1/2 River Rd ,1,5-day reporting for noncompliance that may endanger health or the environment,N,MAN,Manhole,,001,,38.950536,-77.083162,4.05,2023-05-20 11:12:00,2023-05-20 15:15:00,BPJ,Best Professional Judgement,10.0,,,,,278576914,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,275896087.0,2025-01-31 08:38:48,R,N,2025-03-04,278352628.0,R
DC0021199,40,1,3231,1,Sanitary Sewer Overflow (SSO) - 14 Logan Circle NW,1,5-day reporting for noncompliance that may endanger health or the environment,N,BAS,Basement Backup,,001,,38.910381,-77.029979,4.05,2024-05-30 13:57:00,2024-05-30 18:00:00,BPJ,Best Professional Judgement,10.0,,,,,278577163,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,278352628.0,2025-03-04 17:33:32,R,Y,,,
DC0021199,40,1,3231,1,Sanitary Sewer Overflow (SSO) - 14 Logan Circle NW,1,5-day reporting for noncompliance that may endanger health or the environment,N,BAS,Basement Backup,,001,,38.910381,-77.029979,4.05,2024-05-30 13:57:00,2024-05-30 18:00:00,BPJ,Best Professional Judgement,10.0,,,,,278577163,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,275896087.0,2025-01-31 08:38:48,R,N,2025-03-04,278352628.0,R
DC0021199,41,1,2973,1,"Sanitary Sewer Overflow (SSO) - 5 Ridge Road, SE",1,5-day reporting for noncompliance that may endanger health or the environment,N,MAN,Manhole,,001,,38.889193,-76.952885,2.47,2024-07-08 17:32:00,2024-07-08 20:00:00,BPJ,Best Professional Judgement,771.0,,,,,278577215,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,278352628.0,2025-03-04 17:33:32,R,Y,,,
DC0021199,41,1,2973,1,"Sanitary Sewer Overflow (SSO) - 5 Ridge Road, SE",1,5-day reporting for noncompliance that may endanger health or the environment,N,MAN,Manhole,,001,,38.889193,-76.952885,2.47,2024-07-08 17:32:00,2024-07-08 20:00:00,BPJ,Best Professional Judgement,771.0,,,,,278577215,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,275896087.0,2025-01-31 08:38:48,R,N,2025-03-04,278352628.0,R
DC0021199,42,1,2974,1,Sanitary Sewer Overflow - 39th &amp; Porter St NW,1,5-day reporting for noncompliance that may endanger health or the environment,N,BRO,Broken Pipe,,001,,38.937539,-77.076929,24.13,2024-07-11 17:27:00,2024-07-12 17:35:00,BPJ,Best Professional Judgement,12.0,,,,,278577216,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,278352628.0,2025-03-04 17:33:32,R,Y,,,
DC0021199,42,1,2974,1,Sanitary Sewer Overflow - 39th &amp; Porter St NW,1,5-day reporting for noncompliance that may endanger health or the environment,N,BRO,Broken Pipe,,001,,38.937539,-77.076929,24.13,2024-07-11 17:27:00,2024-07-12 17:35:00,BPJ,Best Professional Judgement,12.0,,,,,278577216,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,275896087.0,2025-01-31 08:38:48,R,N,2025-03-04,278352628.0,R
DC0021199,43,1,2555,1,SSO near Capital Crescent Trail NW. (M/H PI1990),1,5-day reporting for noncompliance that may endanger health or the environment,Y,MAN,Manhole,,001,,38.905272,-77.07805,0.25,2024-08-09 14:15:00,2024-08-09 14:30:00,BPJ,Best Professional Judgement,60.0,,,,,278577237,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,278352628.0,2025-03-04 17:33:32,R,Y,,,
DC0021199,43,1,2555,1,SSO near Capital Crescent Trail NW. (M/H PI1990),1,5-day reporting for noncompliance that may endanger health or the environment,Y,MAN,Manhole,,001,,38.905272,-77.07805,0.25,2024-08-09 14:15:00,2024-08-09 14:30:00,BPJ,Best Professional Judgement,60.0,,,,,278577237,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,275896087.0,2025-01-31 08:38:48,R,N,2025-03-04,278352628.0,R
DC0021199,44,1,2616,1,"SSO at 2nd &amp; Savannah St, near 207 Savannah St SE",1,5-day reporting for noncompliance that may endanger health or the environment,N,MAN,Manhole,,001,,38.840821,-77.002219,1.85,2024-08-21 17:39:00,2024-08-21 19:30:00,BPJ,Best Professional Judgement,5000.0,,,,,278577245,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,278352628.0,2025-03-04 17:33:32,R,Y,,,
DC0021199,44,1,2616,1,"SSO at 2nd &amp; Savannah St, near 207 Savannah St SE",1,5-day reporting for noncompliance that may endanger health or the environment,N,MAN,Manhole,,001,,38.840821,-77.002219,1.85,2024-08-21 17:39:00,2024-08-21 19:30:00,BPJ,Best Professional Judgement,5000.0,,,,,278577245,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,275896087.0,2025-01-31 08:38:48,R,N,2025-03-04,278352628.0,R
DC0021199,45,1,2649,1,"SSO at 4814 MacArthur Boulevard, N.W. ",1,5-day reporting for noncompliance that may endanger health or the environment,N,OTH,Other,Front areaway drain,001,,38.916589,-77.096186,2.22,2024-09-11 11:17:00,2024-09-11 13:30:00,BPJ,Best Professional Judgement,295.5,,,,,278577261,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,278352628.0,2025-03-04 17:33:32,R,Y,,,
DC0021199,45,1,2649,1,"SSO at 4814 MacArthur Boulevard, N.W. ",1,5-day reporting for noncompliance that may endanger health or the environment,N,OTH,Other,Front areaway drain,001,,38.916589,-77.096186,2.22,2024-09-11 11:17:00,2024-09-11 13:30:00,BPJ,Best Professional Judgement,295.5,,,,,278577261,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,275896087.0,2025-01-31 08:38:48,R,N,2025-03-04,278352628.0,R
DC0021199,46,1,2659,1,SSO at 601 MASSACHUSETTS AVE NW,1,5-day reporting for noncompliance that may endanger health or the environment,N,MAN,Manhole,,001,,38.90188,-77.020206,3.52,2024-10-11 17:59:00,2024-10-11 21:30:00,BPJ,Best Professional Judgement,100.0,,,,,278577274,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,278352628.0,2025-03-04 17:33:32,R,Y,,,
DC0021199,46,1,2659,1,SSO at 601 MASSACHUSETTS AVE NW,1,5-day reporting for noncompliance that may endanger health or the environment,N,MAN,Manhole,,001,,38.90188,-77.020206,3.52,2024-10-11 17:59:00,2024-10-11 21:30:00,BPJ,Best Professional Judgement,100.0,,,,,278577274,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,275896087.0,2025-01-31 08:38:48,R,N,2025-03-04,278352628.0,R
DC0021199,47,1,2666,1,SSO event at  2516 Sheridan Rd SE,1,5-day reporting for noncompliance that may endanger health or the environment,N,MAN,Manhole,,001,,38.860139,-76.993304,2.72,2024-10-16 18:17:00,2024-10-16 21:00:00,BPJ,Best Professional Judgement,750.0,,,,,278577281,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,278352628.0,2025-03-04 17:33:32,R,Y,,,
DC0021199,47,1,2666,1,SSO event at  2516 Sheridan Rd SE,1,5-day reporting for noncompliance that may endanger health or the environment,N,MAN,Manhole,,001,,38.860139,-76.993304,2.72,2024-10-16 18:17:00,2024-10-16 21:00:00,BPJ,Best Professional Judgement,750.0,,,,,278577281,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,275896087.0,2025-01-31 08:38:48,R,N,2025-03-04,278352628.0,R
DC0021199,48,1,2676,1,"SSO at 1800 Hamlin Street, N.E.",1,5-day reporting for noncompliance that may endanger health or the environment,N,BAS,Basement Backup,,001,,38.928484,-76.978956,5.97,2024-11-04 12:32:00,2024-11-04 18:30:00,BPJ,Best Professional Judgement,20000.0,,,,,278577291,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,278352628.0,2025-03-04 17:33:32,R,Y,,,
DC0021199,48,1,2676,1,"SSO at 1800 Hamlin Street, N.E.",1,5-day reporting for noncompliance that may endanger health or the environment,N,BAS,Basement Backup,,001,,38.928484,-76.978956,5.97,2024-11-04 12:32:00,2024-11-04 18:30:00,BPJ,Best Professional Judgement,20000.0,,,,,278577291,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,275896087.0,2025-01-31 08:38:48,R,N,2025-03-04,278352628.0,R
DC0021199,49,1,2927,1,SSO EVENT AT  4940 SOUTH DAKOTA AVE NE,1,5-day reporting for noncompliance that may endanger health or the environment,N,BAS,Basement Backup,,001,,38.949042,-76.992759,4.82,2024-11-08 11:41:00,2024-11-08 16:30:00,BPJ,Best Professional Judgement,20.0,,,,,278577306,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,278352628.0,2025-03-04 17:33:32,R,Y,,,
DC0021199,49,1,2927,1,SSO EVENT AT  4940 SOUTH DAKOTA AVE NE,1,5-day reporting for noncompliance that may endanger health or the environment,N,BAS,Basement Backup,,001,,38.949042,-76.992759,4.82,2024-11-08 11:41:00,2024-11-08 16:30:00,BPJ,Best Professional Judgement,20.0,,,,,278577306,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,275896087.0,2025-01-31 08:38:48,R,N,2025-03-04,278352628.0,R
DC0021199,5,1,2708,1,"SSO - Southern Avenue &amp; Unicorn Place, NE",1,5-day reporting for noncompliance that may endanger health or the environment,N,MAN,Manhole,,001,,38.890265,-76.913434,5.02,2023-05-19 14:44:00,2023-05-19 19:45:00,BPJ,Best Professional Judgement,20.0,,,,,278576913,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,278352628.0,2025-03-04 17:33:32,R,Y,,,
DC0021199,5,1,2708,1,"SSO - Southern Avenue &amp; Unicorn Place, NE",1,5-day reporting for noncompliance that may endanger health or the environment,N,MAN,Manhole,,001,,38.890265,-76.913434,5.02,2023-05-19 14:44:00,2023-05-19 19:45:00,BPJ,Best Professional Judgement,20.0,,,,,278576913,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,275896087.0,2025-01-31 08:38:48,R,N,2025-03-04,278352628.0,R
DC0021199,50,1,3099,1,SSO at 23rd St SE &amp; Savannah St SE,1,5-day reporting for noncompliance that may endanger health or the environment,N,MAN,Manhole,,001,,38.848049,-76.970893,2.75,2024-11-18 09:30:00,2024-11-18 12:15:00,BPJ,Best Professional Judgement,1000.0,,,,,278577314,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,278352628.0,2025-03-04 17:33:32,R,Y,,,
DC0021199,50,1,3099,1,SSO at 23rd St SE &amp; Savannah St SE,1,5-day reporting for noncompliance that may endanger health or the environment,N,MAN,Manhole,,001,,38.848049,-76.970893,2.75,2024-11-18 09:30:00,2024-11-18 12:15:00,BPJ,Best Professional Judgement,1000.0,,,,,278577314,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,275896087.0,2025-01-31 08:38:48,R,N,2025-03-04,278352628.0,R
DC0021199,51,1,3107,1,SSO EVENT SSO EVENT NEAR 3050 K ST NW,1,5-day reporting for noncompliance that may endanger health or the environment,N,MAN,Manhole,,001,,38.901952,-77.060921,1.12,2024-11-26 13:53:00,2024-11-26 15:00:00,BPJ,Best Professional Judgement,50.0,,,,,278577321,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,278352628.0,2025-03-04 17:33:32,R,Y,,,
DC0021199,51,1,3107,1,SSO EVENT SSO EVENT NEAR 3050 K ST NW,1,5-day reporting for noncompliance that may endanger health or the environment,N,MAN,Manhole,,001,,38.901952,-77.060921,1.12,2024-11-26 13:53:00,2024-11-26 15:00:00,BPJ,Best Professional Judgement,50.0,,,,,278577321,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,275896087.0,2025-01-31 08:38:48,R,N,2025-03-04,278352628.0,R
DC0021199,52,1,2221,1,SSO AT 3401 MARTIN LUTHER KING AVE SE,1,5-day reporting for noncompliance that may endanger health or the environment,N,MAN,Manhole,GREASE,001,,38.841361,-77.003956,6.63,2024-12-19 10:22:00,2024-12-19 17:00:00,BPJ,Best Professional Judgement,50.0,,,,,273154524,N,N,2025-03-06,278577362.0,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,278352628.0,2025-03-04 17:33:32,R,Y,,,
DC0021199,52,1,2221,1,SSO AT 3401 MARTIN LUTHER KING AVE SE,1,5-day reporting for noncompliance that may endanger health or the environment,N,MAN,Manhole,GREASE,001,,38.841361,-77.003956,6.63,2024-12-19 10:22:00,2024-12-19 17:00:00,BPJ,Best Professional Judgement,50.0,,,,,273154524,N,N,2025-03-06,278577362.0,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,275896087.0,2025-01-31 08:38:48,R,N,2025-03-04,278352628.0,R
DC0021199,52,1,3169,1,SSO AT 3401 MARTIN LUTHER KING AVE SE,1,5-day reporting for noncompliance that may endanger health or the environment,N,MAN,Manhole,,001,,38.841361,-77.003956,6.63,2024-12-19 12:22:00,2024-12-19 19:00:00,BPJ,Best Professional Judgement,50.0,,,,,278577362,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,278352628.0,2025-03-04 17:33:32,R,Y,,,
DC0021199,52,1,3169,1,SSO AT 3401 MARTIN LUTHER KING AVE SE,1,5-day reporting for noncompliance that may endanger health or the environment,N,MAN,Manhole,,001,,38.841361,-77.003956,6.63,2024-12-19 12:22:00,2024-12-19 19:00:00,BPJ,Best Professional Judgement,50.0,,,,,278577362,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,275896087.0,2025-01-31 08:38:48,R,N,2025-03-04,278352628.0,R
DC0021199,53,1,2245,1,SSO AT 4506 N H BURROUGHS AVE NE,1,5-day reporting for noncompliance that may endanger health or the environment,N,OTH,Other,Public sewer,001,,38.8998,-76.936907,2.08,2024-12-29 14:10:00,2024-12-29 16:15:00,BPJ,Best Professional Judgement,50.0,,,,,273716879,N,N,2025-03-06,278577380.0,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,278352628.0,2025-03-04 17:33:32,R,Y,,,
DC0021199,53,1,2245,1,SSO AT 4506 N H BURROUGHS AVE NE,1,5-day reporting for noncompliance that may endanger health or the environment,N,OTH,Other,Public sewer,001,,38.8998,-76.936907,2.08,2024-12-29 14:10:00,2024-12-29 16:15:00,BPJ,Best Professional Judgement,50.0,,,,,273716879,N,N,2025-03-06,278577380.0,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,275896087.0,2025-01-31 08:38:48,R,N,2025-03-04,278352628.0,R
DC0021199,53,1,3193,1,SSO AT 4506 N H BURROUGHS AVE NE,1,5-day reporting for noncompliance that may endanger health or the environment,N,OTH,Other,Public sewer,001,,38.8998,-76.936907,2.08,2024-12-29 16:10:00,2024-12-29 18:15:00,BPJ,Best Professional Judgement,50.0,,,,,278577380,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,278352628.0,2025-03-04 17:33:32,R,Y,,,
DC0021199,53,1,3193,1,SSO AT 4506 N H BURROUGHS AVE NE,1,5-day reporting for noncompliance that may endanger health or the environment,N,OTH,Other,Public sewer,001,,38.8998,-76.936907,2.08,2024-12-29 16:10:00,2024-12-29 18:15:00,BPJ,Best Professional Judgement,50.0,,,,,278577380,N,Y,,,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,275896087.0,2025-01-31 08:38:48,R,N,2025-03-04,278352628.0,R
DC0021199,54,1,2254,1,SSO AT 430718th ST NE,1,5-day reporting for noncompliance that may endanger health or the environment,N,BAS,Basement Backup,,001,,38.942129,-76.980051,1.57,2025-01-01 16:11:00,2025-01-01 17:45:00,BPJ,Best Professional Judgement,25.0,,,,,273930166,N,N,2025-03-06,278577383.0,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,278352628.0,2025-03-04 17:33:32,R,Y,,,
DC0021199,54,1,2254,1,SSO AT 430718th ST NE,1,5-day reporting for noncompliance that may endanger health or the environment,N,BAS,Basement Backup,,001,,38.942129,-76.980051,1.57,2025-01-01 16:11:00,2025-01-01 17:45:00,BPJ,Best Professional Judgement,25.0,,,,,273930166,N,N,2025-03-06,278577383.0,DC0021199,001,D.C. WASA Sanitary Sewer System,CTG,Municipality,689545.0,56.0,275896087.0,2025-01-31 08:38:48,R,N,2025-03-04,278352628.0,R
